id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,Ori_Airp_Name,Ori_Lon,Ori_Lat,dest,Des_Airp_Name,Des_Lon,Des_Lat,air_time,distance,hour,minute,time_hour,name,geocode
52029,2013,10,27,2150.0,2159,-9.0,2241.0,2308,-27.0,9E,3525,N920XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,21,59,2013-10-27 21:00:00,Endeavor Air Inc.,US_KLGA
53013,2013,10,28,2150.0,2159,-9.0,2258.0,2308,-10.0,9E,3525,N600LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-10-28 21:00:00,Endeavor Air Inc.,US_KLGA
53978,2013,10,29,2151.0,2159,-8.0,2248.0,2308,-20.0,9E,3525,N915XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-10-29 21:00:00,Endeavor Air Inc.,US_KLGA
54948,2013,10,30,2144.0,2159,-15.0,2251.0,2308,-17.0,9E,3525,N908XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-10-30 21:00:00,Endeavor Air Inc.,US_KLGA
55871,2013,10,31,2156.0,2159,-3.0,2258.0,2308,-10.0,9E,3525,N910XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,21,59,2013-10-31 21:00:00,Endeavor Air Inc.,US_KLGA
56819,2013,11,1,2159.0,2159,0.0,2301.0,2308,-7.0,9E,3525,N923XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,33.0,198,21,59,2013-11-01 21:00:00,Endeavor Air Inc.,US_KLGA
57146,2013,11,2,1122.0,1125,-3.0,1230.0,1247,-17.0,9E,3296,N936XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,11,25,2013-11-02 11:00:00,Endeavor Air Inc.,US_KLGA
58085,2013,11,3,1530.0,1529,1.0,1636.0,1657,-21.0,EV,5455,N720EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,29,2013-11-03 15:00:00,ExpressJet Airlines Inc.,US_KLGA
58455,2013,11,3,2157.0,2159,-2.0,2303.0,2307,-4.0,9E,3525,N600LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-03 21:00:00,Endeavor Air Inc.,US_KLGA
59067,2013,11,4,1529.0,1529,0.0,1657.0,1657,0.0,EV,5455,N371CA,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,15,29,2013-11-04 15:00:00,ExpressJet Airlines Inc.,US_KLGA
59433,2013,11,4,2155.0,2159,-4.0,2256.0,2307,-11.0,9E,3525,N903XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-04 21:00:00,Endeavor Air Inc.,US_KLGA
59863,2013,11,5,1236.0,1240,-4.0,1337.0,1356,-19.0,9E,3371,N922XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,12,40,2013-11-05 12:00:00,Endeavor Air Inc.,US_KLGA
60030,2013,11,5,1524.0,1529,-5.0,1621.0,1657,-36.0,EV,5455,N713EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,15,29,2013-11-05 15:00:00,ExpressJet Airlines Inc.,US_KLGA
60397,2013,11,5,2155.0,2159,-4.0,2249.0,2307,-18.0,9E,3525,N602LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,21,59,2013-11-05 21:00:00,Endeavor Air Inc.,US_KLGA
60831,2013,11,6,1235.0,1240,-5.0,1340.0,1356,-16.0,9E,3371,N918XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,12,40,2013-11-06 12:00:00,Endeavor Air Inc.,US_KLGA
60994,2013,11,6,1526.0,1529,-3.0,1624.0,1657,-33.0,EV,5455,N719EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,15,29,2013-11-06 15:00:00,ExpressJet Airlines Inc.,US_KLGA
61364,2013,11,6,2153.0,2159,-6.0,2259.0,2307,-8.0,9E,3525,N928XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,21,59,2013-11-06 21:00:00,Endeavor Air Inc.,US_KLGA
61990,2013,11,7,1609.0,1529,40.0,1728.0,1657,31.0,EV,5455,N738EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,29,2013-11-07 15:00:00,ExpressJet Airlines Inc.,US_KLGA
62332,2013,11,7,2214.0,2159,15.0,2347.0,2307,40.0,9E,3525,N914XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-07 21:00:00,Endeavor Air Inc.,US_KLGA
62967,2013,11,8,1535.0,1529,6.0,1639.0,1657,-18.0,EV,5455,N716EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,15,29,2013-11-08 15:00:00,ExpressJet Airlines Inc.,US_KLGA
63335,2013,11,8,2152.0,2159,-7.0,2302.0,2307,-5.0,9E,3525,N905XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,21,59,2013-11-08 21:00:00,Endeavor Air Inc.,US_KLGA
64578,2013,11,10,1522.0,1529,-7.0,1631.0,1657,-26.0,EV,5455,N708EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,29,2013-11-10 15:00:00,ExpressJet Airlines Inc.,US_KLGA
64969,2013,11,10,2329.0,2159,90.0,33.0,2307,86.0,9E,3525,N279PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-10 21:00:00,Endeavor Air Inc.,US_KLGA
65939,2013,11,11,2158.0,2159,-1.0,2259.0,2307,-8.0,9E,3525,N908XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,21,59,2013-11-11 21:00:00,Endeavor Air Inc.,US_KLGA
65956,2013,11,11,,1529,,,1657,,EV,5455,N391CA,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,15,29,2013-11-11 15:00:00,ExpressJet Airlines Inc.,US_KLGA
66365,2013,11,12,1236.0,1240,-4.0,1346.0,1356,-10.0,9E,3371,N930XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,12,40,2013-11-12 12:00:00,Endeavor Air Inc.,US_KLGA
66548,2013,11,12,1544.0,1529,15.0,1714.0,1657,17.0,EV,5455,N708EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,15,29,2013-11-12 15:00:00,ExpressJet Airlines Inc.,US_KLGA
66901,2013,11,12,2152.0,2159,-7.0,2302.0,2307,-5.0,9E,3525,N927XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-12 21:00:00,Endeavor Air Inc.,US_KLGA
67344,2013,11,13,1233.0,1240,-7.0,1345.0,1356,-11.0,9E,3371,N908XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,12,40,2013-11-13 12:00:00,Endeavor Air Inc.,US_KLGA
67511,2013,11,13,1523.0,1529,-6.0,1651.0,1657,-6.0,EV,5455,N753EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,15,29,2013-11-13 15:00:00,ExpressJet Airlines Inc.,US_KLGA
67891,2013,11,13,2205.0,2159,6.0,2314.0,2307,7.0,9E,3525,N923XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,43.0,198,21,59,2013-11-13 21:00:00,Endeavor Air Inc.,US_KLGA
68492,2013,11,14,1524.0,1529,-5.0,1638.0,1657,-19.0,EV,5455,N605QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,15,29,2013-11-14 15:00:00,ExpressJet Airlines Inc.,US_KLGA
68873,2013,11,14,2152.0,2159,-7.0,2257.0,2307,-10.0,9E,3525,N605LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-14 21:00:00,Endeavor Air Inc.,US_KLGA
69572,2013,11,15,1647.0,1529,78.0,1751.0,1657,54.0,EV,5455,N712EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,15,29,2013-11-15 15:00:00,ExpressJet Airlines Inc.,US_KLGA
69865,2013,11,15,2155.0,2159,-4.0,2253.0,2307,-14.0,9E,3525,N292PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-11-15 21:00:00,Endeavor Air Inc.,US_KLGA
71093,2013,11,17,1534.0,1529,5.0,1635.0,1657,-22.0,EV,5455,N730EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,15,29,2013-11-17 15:00:00,ExpressJet Airlines Inc.,US_KLGA
71467,2013,11,17,2356.0,2159,117.0,57.0,2307,110.0,9E,3525,N923XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-17 21:00:00,Endeavor Air Inc.,US_KLGA
72053,2013,11,18,1525.0,1529,-4.0,1637.0,1657,-20.0,EV,5455,N730EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,15,29,2013-11-18 15:00:00,ExpressJet Airlines Inc.,US_KLGA
72436,2013,11,18,2154.0,2159,-5.0,2253.0,2307,-14.0,9E,3525,N294PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,21,59,2013-11-18 21:00:00,Endeavor Air Inc.,US_KLGA
72886,2013,11,19,1231.0,1240,-9.0,1359.0,1356,3.0,9E,3371,N912XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,12,40,2013-11-19 12:00:00,Endeavor Air Inc.,US_KLGA
73052,2013,11,19,1523.0,1529,-6.0,1700.0,1657,3.0,EV,5455,N730EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,46.0,198,15,29,2013-11-19 15:00:00,ExpressJet Airlines Inc.,US_KLGA
73430,2013,11,19,2151.0,2159,-8.0,2252.0,2307,-15.0,9E,3525,N926XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,21,59,2013-11-19 21:00:00,Endeavor Air Inc.,US_KLGA
73859,2013,11,20,1236.0,1240,-4.0,1353.0,1356,-3.0,9E,3371,N605LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,12,40,2013-11-20 12:00:00,Endeavor Air Inc.,US_KLGA
74033,2013,11,20,1527.0,1529,-2.0,1649.0,1657,-8.0,EV,5455,N712EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,15,29,2013-11-20 15:00:00,ExpressJet Airlines Inc.,US_KLGA
74408,2013,11,20,2203.0,2159,4.0,2303.0,2307,-4.0,9E,3525,N934XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-20 21:00:00,Endeavor Air Inc.,US_KLGA
75035,2013,11,21,1538.0,1529,9.0,1654.0,1657,-3.0,EV,5455,N750EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,29,2013-11-21 15:00:00,ExpressJet Airlines Inc.,US_KLGA
75403,2013,11,21,2153.0,2159,-6.0,2253.0,2307,-14.0,9E,3525,N272PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-11-21 21:00:00,Endeavor Air Inc.,US_KLGA
76039,2013,11,22,1557.0,1529,28.0,1702.0,1657,5.0,EV,5455,N712EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,43.0,198,15,29,2013-11-22 15:00:00,ExpressJet Airlines Inc.,US_KLGA
76413,2013,11,22,2304.0,2159,65.0,10.0,2307,63.0,9E,3525,N901XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,21,59,2013-11-22 21:00:00,Endeavor Air Inc.,US_KLGA
77035,2013,11,23,1753.0,1800,-7.0,1900.0,1921,-21.0,9E,3292,N917XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,43.0,198,18,0,2013-11-23 18:00:00,Endeavor Air Inc.,US_KLGA
77686,2013,11,24,1550.0,1529,21.0,1652.0,1657,-5.0,EV,5455,N709EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,15,29,2013-11-24 15:00:00,ExpressJet Airlines Inc.,US_KLGA
78039,2013,11,24,2233.0,2159,34.0,2326.0,2307,19.0,9E,3525,N908XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,59,2013-11-24 21:00:00,Endeavor Air Inc.,US_KLGA
78460,2013,11,25,1234.0,1241,-7.0,1323.0,1357,-34.0,EV,5101,N741EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,12,41,2013-11-25 12:00:00,ExpressJet Airlines Inc.,US_KLGA
78870,2013,11,25,1923.0,1930,-7.0,2025.0,2049,-24.0,9E,3720,N8914A,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,19,30,2013-11-25 19:00:00,Endeavor Air Inc.,US_KLGA
78986,2013,11,25,2153.0,2159,-6.0,2252.0,2307,-15.0,9E,3525,N924XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,21,59,2013-11-25 21:00:00,Endeavor Air Inc.,US_KLGA
79978,2013,11,26,2230.0,2159,31.0,2337.0,2307,30.0,9E,3525,N927XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-11-26 21:00:00,Endeavor Air Inc.,US_KLGA
80557,2013,11,27,1525.0,1529,-4.0,1644.0,1657,-13.0,EV,5455,N741EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,29,2013-11-27 15:00:00,ExpressJet Airlines Inc.,US_KLGA
80965,2013,11,27,2255.0,2159,56.0,4.0,2307,57.0,9E,3525,N907XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,21,59,2013-11-27 21:00:00,Endeavor Air Inc.,US_KLGA
81883,2013,11,29,1234.0,1240,-6.0,1350.0,1356,-6.0,EV,5101,N614QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,45.0,198,12,40,2013-11-29 12:00:00,ExpressJet Airlines Inc.,US_KLGA
83145,2013,11,30,2156.0,2159,-3.0,2254.0,2305,-11.0,9E,3525,N605LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-11-30 21:00:00,Endeavor Air Inc.,US_KLGA
84002,2013,12,1,1936.0,1529,247.0,2105.0,1657,248.0,EV,5455,N615QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,29,2013-12-01 15:00:00,ExpressJet Airlines Inc.,US_KLGA
84126,2013,12,1,2219.0,2159,20.0,2333.0,2307,26.0,9E,3525,N933XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-12-01 21:00:00,Endeavor Air Inc.,US_KLGA
84746,2013,12,2,1531.0,1529,2.0,1648.0,1657,-9.0,EV,5455,N724EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,29,2013-12-02 15:00:00,ExpressJet Airlines Inc.,US_KLGA
85136,2013,12,2,2219.0,2159,20.0,2314.0,2307,7.0,9E,3525,N279PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,21,59,2013-12-02 21:00:00,Endeavor Air Inc.,US_KLGA
85718,2013,12,3,1508.0,1515,-7.0,1624.0,1643,-19.0,EV,5302,N707EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,15,2013-12-03 15:00:00,ExpressJet Airlines Inc.,US_KLGA
86106,2013,12,3,2202.0,2159,3.0,2301.0,2307,-6.0,9E,3843,N932XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,33.0,198,21,59,2013-12-03 21:00:00,Endeavor Air Inc.,US_KLGA
